id,budget,revenue,popularity,vote_average,release_year,genres
253412,55000000,203427584,2.798017,6.7,2015,Adventure
274479,60000000,101134059,2.793297,6.4,2015,Comedy
257088,105000000,133718711,2.614499,5.5,2015,Action
295964,20000000,36606743,2.584264,6.3,2015,Drama
238615,26000000,30523226,2.578919,6.2,2015,Science Fiction
210860,60000000,30418560,2.575711,5.3,2015,Comedy
306819,15000000,64191523,2.557859,7.3,2015,Drama
201088,70000000,17752940,2.550747,5.0,2015,Mystery
273481,30000000,84025816,2.487849,7.1,2015,Action
166424,120000001,167977596,2.487042,4.4,2015,Action
310131,3500000,40423945,2.46449,5.8,2015,Mystery
238713,65000000,235666219,2.404473,6.9,2015,Action
256591,50100000,153962963,2.395366,6.7,2015,Romance
249070,35000000,82347656,2.354654,5.5,2015,Action
205775,100000000,93820758,2.345821,6.4,2015,Thriller
334074,20000000,0,2.331636,5.4,2015,Crime
312221,35000000,137935567,2.331567,7.3,2015,Drama
271718,35000000,140795793,2.31767,6.1,2015,Comedy
333352,13000000,32848185,2.29573,7.2,2015,Drama
276907,25000000,42972994,2.28135,6.7,2015,Crime
284289,0,45895,2.272044,5.5,2015,Thriller
266647,150000000,128388320,2.234573,5.9,2015,Adventure
347096,0,0,2.165433,5.1,2015,Action
308369,0,0,2.141506,7.7,2015,Comedy
227973,99000000,246233113,2.140199,6.4,2015,Adventure
321741,35000000,48623572,2.121884,6.9,2015,Drama
296100,25000000,52395996,2.096273,6.1,2015,Comedy
263472,2500000,5214043,2.080935,4.8,2015,Drama
228205,34000000,63013281,2.070708,7.3,2015,Romance
159824,80000000,466183544,2.060162,6.8,2015,Animation
333348,17000000,24000000,2.055572,5.3,2015,Family
285783,35000000,61181942,2.049886,6.8,2015,Adventure
290764,11000000,1863315,2.026651,5.9,2015,Action
296099,31000000,104384188,2.000338,6.1,2015,Adventure
243688,35000000,95437994,1.984529,5.0,2015,Horror
287424,4000000,187112,1.980039,5.1,2015,Horror
301875,0,2000000,1.959765,5.6,2015,Drama
181283,50000000,3324330,1.95632,5.9,2015,Crime
328425,5000000,58978653,1.926739,6.6,2015,Thriller
274167,50000000,240360392,1.904898,5.7,2015,Comedy
370687,0,0,1.876037,5.4,2015,Fantasy
307663,10000000,0,1.872696,4.1,2015,Thriller
309809,64000000,97571250,1.865007,7.5,2015,Adventure
258509,0,233755553,1.841779,5.7,2015,Adventure
298382,11930000,18340000,1.82313,6.9,2015,Drama
272693,8500000,43528634,1.758618,6.8,2015,Romance
283445,10000000,52882018,1.742286,5.5,2015,Horror
256961,30000000,107597242,1.73518,5.3,2015,Action
326359,0,0,1.724712,7.0,2015,Adventure
254302,0,0,1.661789,5.4,2015,Action
241251,4000000,50163103,1.651078,3.9,2015,Thriller
292040,0,0,1.646664,5.6,2015,Thriller
188222,30000000,49263404,1.532997,6.2,2015,Comedy
252838,23000000,79799880,1.510096,6.5,2015,Comedy
273477,15000000,14860766,1.499614,6.2,2015,Comedy
298312,5000000,98450062,1.495112,5.9,2015,Horror
261023,53000000,99775678,1.483246,6.3,2015,Crime
336004,8900000,50136,1.449072,5.4,2015,Crime
287903,15000000,61548707,1.448002,5.9,2015,Horror
182560,20000000,208588,1.443406,5.7,2015,Drama
192141,5000000,54418872,1.41239,6.7,2015,Action
308639,700000,17986781,1.40805,7.3,2015,Crime
261392,28000000,28208085,1.388251,5.9,2015,Comedy
304357,11000000,61619773,1.388032,7.3,2015,Drama
297291,0,0,1.38032,4.5,2015,Action
266294,30000000,105011053,1.376605,5.9,2015,Comedy
227719,12000000,32248241,1.360926,6.3,2015,Science Fiction
86828,0,5189646,1.360827,5.8,2015,Comedy
287948,25000000,72629670,1.355822,5.3,2015,Thriller
201085,55000000,74679822,1.345982,6.4,2015,Mystery
277355,0,0,1.342839,5.1,2015,Thriller
264999,14800000,122413057,1.338481,6.3,2015,Comedy
146301,10000000,78099553,1.338322,5.0,2015,Horror
223485,0,229094,1.329702,6.6,2015,Romance
294016,15000000,8235661,1.316239,7.2,2015,Drama
290751,19500000,32189727,1.315266,6.2,2015,Crime
309245,0,2500431,1.29314,6.4,2015,Comedy
228165,74000000,311594032,1.291013,5.7,2015,Family
245706,0,4719695,1.284541,6.0,2015,Crime
272878,20000000,43967255,1.278928,7.0,2015,Adventure
263109,0,59700000,1.25358,6.9,2015,Family
157827,11000000,0,1.251681,6.3,2015,Drama
321751,0,1702433,1.245224,6.3,2015,Comedy
266396,40000000,10664749,1.225325,5.6,2015,Action
277685,1000000,62882090,1.191138,5.6,2015,Horror
268920,35000000,51680201,1.178831,5.5,2015,Action
280092,10000000,104303851,1.164724,6.3,2015,Drama
193687,0,118483,1.161812,5.5,2015,Drama
300803,0,0,1.144808,4.5,2015,Action
328589,6000000,41387687,1.142518,5.9,2015,Comedy
228066,40000000,34227298,1.138395,5.5,2015,Drama
378373,0,0,1.128081,7.5,2015,Adventure
291270,8000000,3759286,1.125239,6.7,2015,Animation
294963,1800000,0,1.073349,6.3,2015,Horror
241257,0,17671101,1.065888,5.2,2015,Horror
245698,0,0,1.063055,6.6,2015,Drama
353326,0,11472454,1.046518,7.1,2015,Drama
346808,20000000,0,1.041922,5.8,2015,Thriller
250124,2000000,1477002,1.03839,6.8,2015,Drama
290637,0,0,1.036825,5.3,2015,Horror
244458,0,0,1.02762,6.0,2015,Horror
308504,0,3643591,1.021441,6.3,2015,Action
314405,12000000,0,1.008474,5.7,2015,Romance
282984,11000000,27391084,1.007054,6.1,2015,Mystery
157843,15000000,0,0.973316,6.0,2015,Drama
275601,18000000,41325328,0.956096,5.5,2015,Comedy
290762,0,0,0.953647,7.2,2015,Comedy
251516,630019,0,0.953046,7.7,2015,Action
304372,12000000,60273173,0.950793,5.6,2015,Drama
324807,0,1936524,0.938432,5.8,2015,Crime
252512,10000000,7587485,0.93762,5.9,2015,Drama
257091,40000000,106511453,0.927339,5.9,2015,Comedy
228968,0,0,0.91704,5.8,2015,Drama
347969,60000000,0,0.913085,4.8,2015,Comedy
237756,0,0,0.90686,5.1,2015,Comedy
293646,25000000,24902723,0.906036,5.8,2015,History
245168,14000000,16002420,0.898296,7.1,2015,Drama
311291,0,0,0.894477,6.0,2015,Drama
301351,6000000,11122090,0.880938,6.2,2015,Drama
248574,0,6075,0.880268,5.5,2015,Adventure
225728,0,13192457,0.874641,6.4,2015,History
326425,0,16775,0.872149,4.2,2015,Action
342474,0,0,0.861179,5.2,2015,Comedy
277217,0,0,0.848748,6.7,2015,Music
207936,0,0,0.843174,6.6,2015,Music
250734,0,30229977,0.842202,6.9,2015,Romance
249688,0,3002884,0.836941,7.3,2015,Drama
268238,10000000,85978266,0.832487,6.4,2015,Drama
256962,20000000,6420319,0.829111,7.1,2015,Comedy
322456,0,0,0.821443,6.4,2015,Action
302528,0,1986615,0.820691,7.7,2015,Drama
222936,37000000,26250020,0.814206,5.2,2015,Adventure
316002,26000000,0,0.813893,3.6,2015,Romance
365806,0,0,0.810667,5.3,2015,Action
10317,28000000,7002261,0.795762,5.7,2015,Drama
334538,0,0,0.792471,5.1,2015,Drama
306947,0,231737,0.787969,6.4,2015,Thriller
328901,0,0,0.781809,4.5,2015,Drama
382517,0,0,0.773909,5.6,2015,Animation
310133,0,134552,0.77107,5.5,2015,Thriller
237584,0,0,0.768138,4.3,2015,Thriller
288036,0,3214116,0.758133,6.2,2015,Comedy
354110,11000000,0,0.747541,5.6,2015,Western
331781,0,8413144,0.738404,7.5,2015,Documentary
253161,0,0,0.7299,5.3,2015,Drama
312831,0,0,0.719407,4.9,2015,Fantasy
316322,0,0,0.714131,5.5,2015,Family
301846,0,0,0.707355,4.9,2015,Horror
306745,7000000,573335,0.706023,7.1,2015,Romance
332340,0,0,0.70137,6.5,2015,Romance
292431,3000000,695269,0.699932,4.7,2015,Drama
300693,9600000,2541554,0.69957,6.4,2015,Drama
333381,0,0,0.696184,5.0,2015,Thriller
256924,10000000,10835752,0.690479,6.6,2015,Comedy
253414,15000000,3020664,0.689579,5.1,2015,Comedy
254172,2240000,0,0.689571,7.0,2015,Drama
320588,1000000,14444999,0.673792,6.6,2015,Comedy
157544,13000000,1784763,0.669351,4.5,2015,Thriller
283235,8000000,1411927,0.661471,6.8,2015,Drama
243938,14000000,12314651,0.661163,5.0,2015,Comedy
86835,0,0,0.654335,5.7,2015,Romance
254905,4000000,143101,0.654046,5.0,2015,Drama
309242,0,0,0.649628,5.7,2015,Drama
332502,0,0,0.644786,4.2,2015,Mystery
286192,0,0,0.640151,7.3,2015,Animation
284674,0,0,0.638557,4.7,2015,Thriller
360055,0,0,0.633608,5.0,2015,Action
352179,0,0,0.629561,5.9,2015,Drama
246127,0,8034,0.607124,5.1,2015,Drama
338676,0,0,0.606113,5.3,2015,Drama
330982,0,0,0.604928,3.6,2015,Mystery
232572,8000000,35991087,0.602165,5.4,2015,Drama
112454,0,0,0.599751,5.2,2015,Horror
243940,3300000,64110728,0.599655,4.9,2015,Thriller
321528,0,0,0.589472,6.8,2015,Action
317744,8000000,0,0.586735,5.4,2015,Thriller
300792,0,0,0.584363,7.8,2015,Adventure
239573,35000000,14431253,0.577814,4.9,2015,Comedy
167810,2000000,45431,0.570744,5.7,2015,Fantasy
319075,0,0,0.569443,7.5,2015,Music
316042,0,0,0.561032,5.7,2015,War
334527,7000000,0,0.560744,5.9,2015,Thriller
300153,12000000,0,0.560423,5.9,2015,Drama
228203,0,45710059,0.553238,7.4,2015,Drama
332704,0,0,0.548587,5.4,2015,Horror
278236,0,0,0.547827,6.0,2015,Drama
276839,3000000,0,0.546458,4.9,2015,Drama
326215,6000000,0,0.542568,5.7,2015,Animation
363689,0,0,0.5327,4.1,2015,Thriller
318256,0,0,0.532239,5.9,2015,Documentary
299245,100000,42664410,0.532205,5.0,2015,Horror
333344,0,0,0.52985,4.8,2015,Drama
357096,0,0,0.527957,5.0,2015,Horror
309299,0,0,0.526642,6.9,2015,History
314385,10000000,3334927,0.524315,5.4,2015,Drama
333596,0,0,0.52025,6.8,2015,Drama
361042,0,0,0.516954,5.1,2015,Horror
353686,0,0,0.515401,5.5,2015,Thriller
318954,0,1236094,0.514735,6.2,2015,Action
289191,0,0,0.513386,4.0,2015,Drama
324333,0,0,0.50732,4.1,2015,Crime
252164,0,0,0.504828,5.0,2015,Drama
360784,0,0,0.502489,6.5,2015,Thriller
336313,0,157768,0.497265,4.3,2015,Fantasy
240483,21000000,0,0.486351,4.9,2015,Adventure
321494,0,0,0.482422,4.7,2015,Action
353595,0,0,0.47784,6.8,2015,Action
360603,0,0,0.476341,7.6,2015,TV Movie
264337,0,0,0.475473,6.6,2015,Action
289716,0,0,0.474788,5.8,2015,Drama
296065,0,0,0.474626,5.6,2015,Horror
337029,0,0,0.473344,4.5,2015,Horror
317952,0,0,0.471393,7.5,2015,Drama
325358,20000000,0,0.471091,4.4,2015,Comedy
272548,0,0,0.470991,6.0,2015,Comedy
340275,0,0,0.470124,5.9,2015,Music
309887,5300000,0,0.467556,5.8,2015,Comedy
302429,0,13603453,0.465707,6.1,2015,Music
253331,9000000,21571189,0.46209,6.7,2015,Drama
293771,0,0,0.459597,4.9,2015,Horror
323373,0,0,0.454151,6.5,2015,Comedy
323027,0,0,0.452939,6.9,2015,Action
297806,13000000,1646788,0.450872,5.6,2015,Drama
253626,0,316472,0.45016,5.7,2015,Action
354251,0,0,0.444265,6.0,2015,Fantasy
329637,0,0,0.444193,4.1,2015,Action
257444,0,0,0.443525,6.1,2015,Thriller
355338,0,0,0.442835,7.3,2015,Animation
271736,0,3286448,0.442427,5.9,2015,Drama
309581,0,0,0.442067,5.2,2015,Thriller
293970,0,0,0.441882,6.6,2015,Horror
279690,0,0,0.441402,6.3,2015,Thriller
364067,0,0,0.439598,5.4,2015,Comedy
318922,0,0,0.438409,5.5,2015,Thriller
335077,0,0,0.437088,3.5,2015,Family
266639,5000000,2333684,0.435582,5.7,2015,Drama
274504,0,0,0.433073,4.8,2015,Thriller
244316,10000000,0,0.429892,5.0,2015,Action
352208,0,0,0.427116,7.2,2015,Documentary
283587,6000000,90777,0.424813,7.5,2015,Drama
311539,0,0,0.423161,5.6,2015,Horror
277713,0,0,0.42179,7.1,2015,Drama
347945,0,4505,0.429756,5.3,2015,Thriller
363483,0,0,0.417191,6.3,2015,Family
344854,0,0,0.415041,5.5,2015,Thriller
234212,3000000,3387000,0.414913,5.0,2015,Thriller
354220,0,0,0.370258,4.7,2015,Crime
283596,0,0,0.412877,5.7,2015,Thriller
250225,1000000,0,0.412503,5.8,2015,Drama
307479,0,0,0.409698,4.4,2015,Thriller
339145,0,0,0.405095,6.2,2015,Drama
323660,0,0,0.404511,3.8,2015,Fantasy
308638,447524,771317,0.402236,4.2,2015,Drama
359983,0,0,0.250209,5.9,2015,Family
300155,0,228136,0.399947,6.2,2015,Thriller
328595,0,0,0.398982,6.1,2015,Science Fiction
327528,0,830129,0.396791,6.8,2015,Drama
329540,1950000,0,0.394466,5.7,2015,Thriller
306964,0,0,0.393642,5.3,2015,Horror
360387,1000000,0,0.393566,4.4,2015,Adventure
362185,0,0,0.391326,5.4,2015,Thriller
94365,0,0,0.386529,3.5,2015,Horror
241855,0,49970,0.383406,6.5,2015,Horror
322518,0,0,0.383183,4.9,2015,Thriller
291272,0,0,0.382997,5.5,2015,Horror
324963,0,0,0.71289,7.0,2015,Animation
342927,0,0,0.378836,3.8,2015,Science Fiction
361159,0,0,0.37668,3.3,2015,Horror
365805,0,0,0.411416,3.6,2015,Thriller
351964,0,0,0.374853,5.9,2015,Comedy
362057,0,0,0.372889,5.0,2015,Drama
137333,0,0,0.371145,6.1,2015,Thriller
317198,0,0,0.370148,6.5,2015,TV Movie
57876,5000000,0,0.369529,4.4,2015,Horror
339533,0,0,0.369108,3.7,2015,TV Movie
277546,6000000,0,0.36817,4.8,2015,Drama
308457,0,0,0.367617,6.4,2015,Science Fiction
306482,0,0,0.367434,5.8,2015,Thriller
362105,4400000,0,0.36603,7.2,2015,Comedy
245846,10000000,17472,0.365901,5.0,2015,Drama
330112,0,0,0.329164,5.9,2015,Drama
322766,0,0,0.359826,5.4,2015,Crime
361931,0,0,0.357654,6.5,2015,Documentary
318224,0,0,0.357614,7.8,2015,Documentary
309503,0,0,0.357567,5.5,2015,Thriller
348811,0,0,0.356519,4.9,2015,War
310135,0,0,0.354624,6.6,2015,Adventure
355111,0,0,0.350858,6.3,2015,Animation
335866,0,0,0.350599,6.1,2015,Drama
295592,0,16661077,0.348306,6.3,2015,Animation
335970,0,0,0.347797,4.2,2015,Comedy
366142,0,0,0.344994,5.9,2015,Animation
310121,0,7449681,0.344549,6.2,2015,Drama
361263,0,0,0.34253,5.6,2015,Drama
324308,0,494506,0.574031,6.2,2015,Documentary
326923,0,0,0.339297,5.9,2015,Drama
356842,0,0,0.511431,5.9,2015,Thriller
339530,0,0,0.336453,5.1,2015,Science Fiction
331190,2000000,2801508,0.336107,5.7,2015,Crime
301729,0,0,0.335941,4.6,2015,Science Fiction
395883,0,0,0.333656,4.7,2015,Action
356300,0,0,0.332921,4.7,2015,Comedy
218784,0,70958,0.330968,5.6,2015,Science Fiction
310137,0,0,0.330484,5.4,2015,Thriller
342917,0,0,0.329776,6.1,2015,Action
79698,27000000,0,0.329109,4.6,2015,Action
337960,0,0,0.327373,7.9,2015,Drama
296130,0,0,0.327066,4.2,2015,Science Fiction
327418,0,0,0.32705,5.8,2015,Action
246133,0,0,0.324666,4.0,2015,Drama
328869,0,0,0.324515,6.4,2015,Drama
308032,0,643557,0.324,6.8,2015,Thriller
329829,0,0,0.390188,6.1,2015,Drama
330544,0,0,0.322653,5.9,2015,Drama
299551,0,0,0.32264,5.3,2015,Horror
207270,0,0,0.30035,4.2,2015,Thriller
307946,0,0,0.318459,5.7,2015,Drama
356905,0,0,0.315196,6.1,2015,Family
318279,0,2334228,0.314199,6.9,2015,Adventure
345637,0,0,0.422901,6.9,2015,Animation
284286,0,3447633,0.307395,5.9,2015,Romance
340816,0,0,0.305916,5.8,2015,Romance
206197,0,0,0.302474,6.6,2015,Mystery
331446,0,0,0.301343,4.5,2015,TV Movie
351901,0,0,0.300128,4.5,2015,Action
357681,0,0,0.198522,8.0,2015,Documentary
333657,0,4444,0.299427,6.3,2015,Drama
336845,0,0,0.298861,6.3,2015,Drama
343795,5000000,4842699,0.298751,5.7,2015,Drama
294562,0,0,0.298628,5.6,2015,Horror
306197,0,0,0.295946,5.7,2015,Drama
297556,3500000,0,0.404363,6.5,2015,Science Fiction
354743,0,0,0.26501,6.3,2015,Romance
157422,0,0,0.292437,4.1,2015,Horror
316885,0,0,0.291244,5.7,2015,Drama
228973,0,0,0.290424,5.8,2015,Drama
323967,700000,0,0.289526,5.2,2015,Drama
320048,500000,0,0.288598,5.2,2015,Drama
359305,0,0,0.309811,7.8,2015,Drama
329004,0,0,0.286266,6.4,2015,Drama
362180,0,0,0.28337,3.9,2015,Horror
343284,2000000,0,0.283194,5.7,2015,Comedy
243752,0,0,0.282237,4.1,2015,Romance
291866,0,0,0.280878,5.5,2015,Horror
330127,0,0,0.278583,5.8,2015,History
323694,0,0,0.277844,4.8,2015,Horror
334028,0,0,0.277613,3.9,2015,Horror
354924,1000000,0,0.277035,4.6,2015,Horror
368256,0,0,0.272995,3.7,2015,Horror
324291,0,0,0.270842,7.1,2015,Drama
347847,0,0,0.270786,3.9,2015,Science Fiction
295490,0,0,0.171829,4.9,2015,Drama
253406,0,0,0.264997,6.0,2015,Music
291865,0,0,0.261932,6.1,2015,Horror
334531,20000000,0,0.261717,6.9,2015,Drama
324803,0,0,0.260045,3.9,2015,Thriller
339355,0,0,0.202673,5.3,2015,Comedy
309304,600000,7087452,0.259794,5.6,2015,Drama
339342,0,0,0.097514,5.6,2015,Horror
306966,0,0,0.256542,5.3,2015,Horror
226458,0,0,0.256286,4.6,2015,Thriller
339148,0,0,0.255458,5.4,2015,Romance
340684,0,0,0.250866,7.2,2015,Romance
340968,0,0,0.249595,7.7,2015,History
347754,0,0,0.248964,4.4,2015,Horror
326284,7500000,0,0.24828,5.4,2015,Action
317144,0,0,0.247595,6.4,2015,Drama
277558,0,0,0.247589,4.8,2015,Action
338928,0,2642899,0.247426,5.3,2015,Documentary
291189,0,0,0.246609,5.0,2015,Romance
309425,0,0,0.245948,7.4,2015,Fantasy
287689,0,0,0.24495,6.4,2015,TV Movie
325189,0,0,0.243691,6.4,2015,Comedy
298582,1500000,0,0.243321,7.2,2015,History
301228,1500000,0,0.242078,4.4,2015,Thriller
343934,0,0,0.242,5.6,2015,Comedy
296025,0,0,0.241284,5.8,2015,Drama
371442,0,0,0.239558,5.1,2015,Comedy
325173,0,0,0.239496,5.0,2015,Crime
282313,0,0,0.154846,5.1,2015,Science Fiction
300542,0,0,0.236709,5.6,2015,Drama
309924,0,161820,0.232354,6.3,2015,Comedy
348634,0,0,0.231337,7.0,2015,Comedy
318044,0,0,0.22758,7.7,2015,Documentary
259958,0,0,0.22537,6.1,2015,Drama
316715,0,0,0.224797,6.2,2015,Drama
308027,0,0,0.222636,6.6,2015,Comedy
279144,0,0,0.221502,6.8,2015,Documentary
355020,0,0,0.220751,8.2,2015,Documentary
323665,0,0,0.133809,6.1,2015,Mystery
358895,0,30400,0.219603,6.2,2015,Drama
347548,0,0,0.218787,5.6,2015,Thriller
353345,0,0,0.218528,5.0,2015,Horror
323370,0,0,0.21789,4.3,2015,Horror
337958,0,0,0.355707,7.0,2015,Comedy
333674,0,0,0.217288,5.8,2015,Drama
301728,0,0,0.215864,5.0,2015,Horror
366018,0,0,0.215386,5.5,2015,Romance
256030,0,0,0.214563,3.3,2015,Horror
356149,0,0,0.212872,2.6,2015,Horror
300666,0,0,0.21254,6.2,2015,Drama
347642,0,0,0.211768,4.9,2015,Horror
373558,0,0,0.209036,7.6,2015,Documentary
367326,0,0,0.208491,7.7,2015,Science Fiction
329205,0,0,0.230913,4.9,2015,Thriller
386501,0,0,0.207366,6.4,2015,Drama
321769,0,0,0.207133,6.9,2015,Documentary
251471,650000,0,0.206155,6.5,2015,Documentary
174340,0,0,0.205318,6.7,2015,Documentary
309298,0,0,0.204356,4.0,2015,Comedy
285840,0,0,0.203224,6.0,2015,Mystery
308077,0,0,0.299226,5.0,2015,Drama
321109,0,0,0.201696,7.8,2015,Documentary
341886,0,0,0.260306,4.0,2015,Science Fiction
308024,0,1100000,0.335255,5.9,2015,Mystery
356216,2500000,0,0.19957,4.7,2015,Crime
311615,0,0,0.198261,5.3,2015,Comedy
333873,0,0,0.197788,5.5,2015,Documentary
362154,0,0,0.197239,6.4,2015,Thriller
293941,0,0,0.195324,5.3,2015,Drama
360203,0,0,0.253157,5.5,2015,Action
294132,0,104507,0.193323,5.1,2015,Comedy
301629,0,0,0.193063,4.8,2015,Comedy
331592,0,0,0.19254,5.3,2015,Drama
342464,0,0,0.191534,7.0,2015,Drama
332976,0,0,0.189135,5.0,2015,Thriller
367551,0,0,0.28365,5.2,2015,Action
353610,0,0,0.270408,4.0,2015,Action
316410,0,0,0.334085,3.1,2015,Thriller
106845,9500000,0,0.13631,4.7,2015,Horror
339362,0,0,0.181987,5.4,2015,Action
323966,0,0,0.179636,4.6,2015,Crime
354857,3000000,0,0.087904,7.4,2015,Comedy
333653,0,0,0.176744,5.4,2015,TV Movie
323366,0,0,0.176463,4.2,2015,Thriller
75861,3400000,0,0.253949,6.9,2015,Drama
283698,0,6921,0.172245,6.2,2015,Drama
363889,0,0,0.170743,6.1,2015,Comedy
329020,0,0,0.170566,5.4,2015,Horror
323272,3000000,67790117,0.731022,6.9,2015,Drama
343921,0,0,0.168354,4.4,2015,Drama
361671,0,0,0.129455,7.2,2015,Drama
346494,0,0,0.16414,7.4,2015,Comedy
321974,0,0,0.162526,7.5,2015,Documentary
363757,0,0,0.162465,5.2,2015,Romance
328820,0,0,0.158311,6.2,2015,Thriller
359255,0,0,0.158021,3.5,2015,Thriller
355178,0,0,0.157172,7.5,2015,Comedy
310491,0,0,0.156851,3.5,2015,Drama
319096,0,0,0.154161,4.7,2015,Romance
285024,0,0,0.153023,6.9,2015,Drama
360341,0,0,0.150713,6.4,2015,Music
329556,1000000,0,0.14964,5.7,2015,Action
241927,0,0,0.14811,3.5,2015,Horror
347751,0,0,0.147319,6.2,2015,Drama
287692,0,0,0.146266,6.2,2015,Horror
321668,0,0,0.145945,4.1,2015,Science Fiction
315024,0,0,0.145489,5.7,2015,Action
323674,0,0,0.270378,5.5,2015,Romance
345944,0,0,0.144639,7.0,2015,Documentary
300686,0,0,0.143703,6.7,2015,Drama
324253,0,0,0.143042,7.0,2015,Documentary
395560,1300000,0,0.142759,5.3,2015,Drama
312827,0,28281,0.121594,5.7,2015,Horror
308084,0,0,0.266117,7.0,2015,Comedy
268725,0,0,0.139527,3.9,2015,Thriller
308361,0,0,0.139356,4.9,2015,Drama
327029,0,0,0.138353,7.4,2015,Action
249916,0,0,0.138068,5.8,2015,Romance
331161,0,0,0.236145,5.6,2015,Drama
339065,0,0,0.137772,7.6,2015,Documentary
244563,0,0,0.137133,6.2,2015,Drama
360605,0,0,0.136098,6.5,2015,Fantasy
315855,0,0,0.135554,5.7,2015,Romance
319152,0,0,0.135074,5.7,2015,Documentary
369058,0,0,0.133921,7.6,2015,Romance
347762,0,0,0.131739,4.2,2015,Horror
325113,0,0,0.129104,7.3,2015,Drama
336167,0,0,0.127432,3.5,2015,Mystery
320996,0,0,0.126594,6.6,2015,Comedy
312797,0,0,0.126187,5.8,2015,Thriller
312804,0,0,0.124784,5.2,2015,Drama
339751,0,0,0.124481,7.2,2015,Documentary
333350,0,0,0.122543,8.0,2015,Documentary
351043,3000000,0,0.137954,4.1,2015,Thriller
224972,0,0,0.114264,8.9,2015,Documentary
295595,0,0,0.11303,7.2,2015,Music
371758,0,0,0.112284,7.7,2015,Mystery
317981,0,0,0.11096,5.5,2015,Comedy
309889,0,0,0.110431,3.2,2015,Horror
333103,0,0,0.110136,7.0,2015,Comedy
263105,0,0,0.11004,7.4,2015,Drama
319076,0,0,0.109689,7.0,2015,Documentary
309063,0,0,0.138559,2.4,2015,Horror
278247,0,0,0.10808,6.2,2015,Drama
355131,0,0,0.108072,7.5,2015,Documentary
332839,0,0,0.106757,4.2,2015,Thriller
367215,0,0,0.106091,8.2,2015,Thriller
261860,0,0,0.213957,7.5,2015,Documentary
362434,0,0,0.101543,5.1,2015,Horror
371759,0,0,0.068741,8.0,2015,Drama
316761,0,0,0.101426,7.3,2015,Documentary
341077,0,0,0.101155,5.3,2015,Thriller
321160,0,0,0.10091,6.5,2015,Comedy
330037,0,0,0.099678,6.3,2015,Family
347944,0,0,0.09779,3.8,2015,Horror
373977,0,0,0.031635,6.2,2015,Thriller
279972,0,0,0.097214,5.4,2015,Thriller
306952,0,0,0.096624,6.0,2015,Comedy
339060,0,0,0.096299,5.1,2015,Mystery
362439,0,0,0.093462,4.6,2015,Horror
