id,budget,revenue,popularity,vote_average,release_year,production_companies
301351,6000000,11122090,0.880938,6.2,2015,Working Title Films
248574,0,6075,0.880268,5.5,2015,A24
225728,0,13192457,0.874641,6.4,2015,Studio Canal
326425,0,16775,0.872149,4.2,2015,Emmett/Furla Films
342474,0,0,0.861179,5.2,2015,MM Productions
277217,0,0,0.848748,6.7,2015,Walt Disney Television
207936,0,0,0.843174,6.6,2015,Echo Films
250734,0,30229977,0.842202,6.9,2015,Fox Searchlight Pictures
249688,0,3002884,0.836941,7.3,2015,A24
268238,10000000,85978266,0.832487,6.4,2015,Participant Media
256962,20000000,6420319,0.829111,7.1,2015,Metanoia Films
322456,0,0,0.821443,6.4,2015,Warner Bros. Animation
302528,0,1986615,0.820691,7.7,2015,Serendipity Point Films
222936,37000000,26250020,0.814206,5.2,2015,Columbia Pictures
316002,26000000,0,0.813893,3.6,2015,K. JAM Media
365806,0,0,0.810667,5.3,2015,343 Industries
10317,28000000,7002261,0.795762,5.7,2015,Participant Media
334538,0,0,0.792471,5.1,2015,Rhombus Media
306947,0,231737,0.787969,6.4,2015,Pandastorm Pictures
328901,0,0,0.781809,4.5,2015,KSM
382517,0,0,0.773909,5.6,2015,Sony Pictures Animation
310133,0,134552,0.77107,5.5,2015,Park Pictures
237584,0,0,0.768138,4.3,2015,Atlas Independent
288036,0,3214116,0.758133,6.2,2015,Sidney Kimmel Entertainment
354110,11000000,0,0.747541,5.6,2015,Minds Eye Entertainment
331781,0,8413144,0.738404,7.5,2015,On The Corner Films
253161,0,0,0.7299,5.3,2015,A Company Filmproduktionsgesellschaft
312831,0,0,0.719407,4.9,2015,Prescience
316322,0,0,0.714131,5.5,2015,Mattel Playground Productions
301846,0,0,0.707355,4.9,2015,Starchild Pictures
306745,7000000,573335,0.706023,7.1,2015,Double Feature Films
332340,0,0,0.70137,6.5,2015,Big Talk Productions
292431,3000000,695269,0.699932,4.7,2015,Wild Bunch
300693,9600000,2541554,0.69957,6.4,2015,Echo Lake Entertainment
333381,0,0,0.696184,5.0,2015,Voltage Pictures
256924,10000000,10835752,0.690479,6.6,2015,Big Indie Pictures
253414,15000000,3020664,0.689579,5.1,2015,Shangri-La Entertainment
254172,2240000,0,0.689571,7.0,2015,Andrea Leone Films
320588,1000000,14444999,0.673792,6.6,2015,Red Crown Productions
157544,13000000,1784763,0.669351,4.5,2015,Lakeshore Entertainment
283235,8000000,1411927,0.661471,6.8,2015,Imagenation Abu Dhabi FZ
243938,14000000,12314651,0.661163,5.0,2015,Paramount Pictures
86835,0,0,0.654335,5.7,2015,Waypoint Entertainment
254905,4000000,143101,0.654046,5.0,2015,Worldview Entertainment
309242,0,0,0.649628,5.7,2015,Electric City Entertainment
332502,0,0,0.644786,4.2,2015,New Artists Alliance
286192,0,0,0.640151,7.3,2015,Pixar Animation Studios
284674,0,0,0.638557,4.7,2015,Automatik Entertainment
360055,0,0,0.633608,5.0,2015,Mainstay Productions
352179,0,0,0.629561,5.9,2015,Eclectic pictures
246127,0,8034,0.607124,5.1,2015,Neue Road Movies
338676,0,0,0.606113,5.3,2015,Vaca Films
330982,0,0,0.604928,3.6,2015,Hepp Film
232572,8000000,35991087,0.602165,5.4,2015,Wildwood Enterprises
112454,0,0,0.599751,5.2,2015,Zed Filmworks
243940,3300000,64110728,0.599655,4.9,2015,Lionsgate
321528,0,0,0.589472,6.8,2015,Warner Bros. Animation
317744,8000000,0,0.586735,5.4,2015,Hyde Park Entertainment
239573,35000000,14431253,0.577814,4.9,2015,Studio Babelsberg
167810,2000000,45431,0.570744,5.7,2015,Bold Films
319075,0,0,0.569443,7.5,2015,HBO Documentary Films
316042,0,0,0.561032,5.7,2015,Rhombus Media
334527,7000000,0,0.560744,5.9,2015,NeeNee Productions
300153,12000000,0,0.560423,5.9,2015,See-Saw Films
228203,0,45710059,0.553238,7.4,2015,Walt Disney Pictures
332704,0,0,0.548587,5.4,2015,Head Gear Films
278236,0,0,0.547827,6.0,2015,Original Pictures
276839,3000000,0,0.546458,4.9,2015,Darko Entertainment
326215,6000000,0,0.542568,5.7,2015,Skyline Entertainment
363689,0,0,0.5327,4.1,2015,Lighthouse Pictures
318256,0,0,0.532239,5.9,2015,Two to Tangle Productions
299245,100000,42664410,0.532205,5.0,2015,New Line Cinema
333344,0,0,0.52985,4.8,2015,Horsethief Pictures
357096,0,0,0.527957,5.0,2015,Cinetel Films
309299,0,0,0.526642,6.9,2015,FJ Productions
314385,10000000,3334927,0.524315,5.4,2015,Plan B Entertainment
333596,0,0,0.52025,6.8,2015,Sony Pictures
361042,0,0,0.516954,5.1,2015,Sonar Entertainment
353686,0,0,0.515401,5.5,2015,Blumhouse Productions
318954,0,1236094,0.514735,6.2,2015,Burns Family Studios
289191,0,0,0.513386,4.0,2015,Zentropa Entertainments
324333,0,0,0.50732,4.1,2015,Patriot Pictures
252164,0,0,0.504828,5.0,2015,Isle of Man Film
360784,0,0,0.502489,6.5,2015,Primal Pictures
336313,0,157768,0.497265,4.3,2015,Freestyle Releasing
240483,21000000,0,0.486351,4.9,2015,British Film Institute (BFI)
321494,0,0,0.482422,4.7,2015,Living Films
353595,0,0,0.47784,6.8,2015,Warner Bros. Animation
264337,0,0,0.475473,6.6,2015,Brookwell-McNamara Entertainment
289716,0,0,0.474788,5.8,2015,Myriad Pictures
296065,0,0,0.474626,5.6,2015,Skyra Entertainment
337029,0,0,0.473344,4.5,2015,Eclectic pictures
317952,0,0,0.471393,7.5,2015,The Documentary Group
325358,20000000,0,0.471091,4.4,2015,The Safran Company
272548,0,0,0.470991,6.0,2015,Nexus Factory
340275,0,0,0.470124,5.9,2015,40 Acres & A Mule Filmworks
309887,5300000,0,0.467556,5.8,2015,Sense and Sensibility Ventures
302429,0,13603453,0.465707,6.1,2015,Lucasfilm
253331,9000000,21571189,0.46209,6.7,2015,Treehouse Pictures
293771,0,0,0.459597,4.9,2015,Di Bonaventura Pictures
323373,0,0,0.454151,6.5,2015,The New Zealand Film Commission
323027,0,0,0.452939,6.9,2015,DC Comics
297806,13000000,1646788,0.450872,5.6,2015,Bron Studios
253626,0,316472,0.45016,5.7,2015,Voltage Pictures
354251,0,0,0.444265,6.0,2015,Willowbrook Regent Films
329637,0,0,0.444193,4.1,2015,ST Renegades
257444,0,0,0.443525,6.1,2015,Chiller Films
355338,0,0,0.442835,7.3,2015,Walt Disney Pictures
271736,0,3286448,0.442427,5.9,2015,StudioCanal
309581,0,0,0.442067,5.2,2015,A&E Television Networks
293970,0,0,0.441882,6.6,2015,Groundswell Productions
279690,0,0,0.441402,6.3,2015,Alternate Ending Studios
364067,0,0,0.439598,5.4,2015,American Zoetrope
318922,0,0,0.438409,5.5,2015,Altitude Film Entertainment
335077,0,0,0.437088,3.5,2015,Mr.Monster
266639,5000000,2333684,0.435582,5.7,2015,Universal Pictures
274504,0,0,0.433073,4.8,2015,RabbitBandini Productions
244316,10000000,0,0.429892,5.0,2015,Purple Pictures
352208,0,0,0.427116,7.2,2015,Dog Eat Dog Films
283587,6000000,90777,0.424813,7.5,2015,Participant Media
311539,0,0,0.423161,5.6,2015,Copperheart Entertainment
277713,0,0,0.42179,7.1,2015,Iris productions
347945,0,4505,0.429756,5.3,2015,Pop Films
344854,0,0,0.415041,5.5,2015,Kojo Pictures
234212,3000000,3387000,0.414913,5.0,2015,Icon Entertainment International
283596,0,0,0.412877,5.7,2015,Sigma Films Ltd.
250225,1000000,0,0.412503,5.8,2015,Pioneer Pictures
307479,0,0,0.409698,4.4,2015,WANGO Films
339145,0,0,0.405095,6.2,2015,Varient Busted Buggy Entertainmen
323660,0,0,0.404511,3.8,2015,The Asylum
308638,447524,771317,0.402236,4.2,2015,Ealing Studios
359983,0,0,0.250209,5.9,2015,Walt Disney Television Animation
300155,0,228136,0.399947,6.2,2015,Ecosse Films
328595,0,0,0.398982,6.1,2015,Fox Digital Studios
327528,0,830129,0.396791,6.8,2015,New Real Films
329540,1950000,0,0.394466,5.7,2015,WWE Studios
306964,0,0,0.393642,5.3,2015,Epic Pictures Group
360387,1000000,0,0.393566,4.4,2015,ETA films
362185,0,0,0.391326,5.4,2015,Status Media & Entertainment
94365,0,0,0.386529,3.5,2015,Six Entertainment
241855,0,49970,0.383406,6.5,2015,XYZ Films
322518,0,0,0.383183,4.9,2015,Darius Films
291272,0,0,0.382997,5.5,2015,Dark Sky Films
324963,0,0,0.71289,7.0,2015,Mattel Playground Productions
342927,0,0,0.378836,3.8,2015,The Asylum
361159,0,0,0.37668,3.3,2015,Hollywood Media Bridge
365805,0,0,0.411416,3.6,2015,IW Wrecker Productions
351964,0,0,0.374853,5.9,2015,Skyhook Productions
362057,0,0,0.372889,5.0,2015,Blumhouse Productions
137333,0,0,0.371145,6.1,2015,Accelerated Matter
317198,0,0,0.370148,6.5,2015,Muse Entertainment Enterprises
57876,5000000,0,0.369529,4.4,2015,Insurge Pictures
339533,0,0,0.369108,3.7,2015,The Asylum
277546,6000000,0,0.36817,4.8,2015,Paper Street Films
306482,0,0,0.367434,5.8,2015,Warp Films Australia
362105,4400000,0,0.36603,7.2,2015,EveryWhere Studios
245846,10000000,17472,0.365901,5.0,2015,Worldview Entertainment
330112,0,0,0.329164,5.9,2015,Head Gear Films
322766,0,0,0.359826,5.4,2015,Sony Pictures Television
361931,0,0,0.357654,6.5,2015,On The Corner Films
318224,0,0,0.357614,7.8,2015,Jigsaw Productions
309503,0,0,0.357567,5.5,2015,Protozoa Pictures
348811,0,0,0.356519,4.9,2015,VMI Worldwide
310135,0,0,0.354624,6.6,2015,Epic Pictures Group
355111,0,0,0.350858,6.3,2015,Mattel
335866,0,0,0.350599,6.1,2015,Votiv Films
295592,0,16661077,0.348306,6.3,2015,Disneynature
335970,0,0,0.347797,4.2,2015,Happy Madison Productions
366142,0,0,0.344994,5.9,2015,Illumination Entertainment
310121,0,7449681,0.344549,6.2,2015,Northern Lights Films
361263,0,0,0.34253,5.6,2015,Sony Pictures Television
324308,0,494506,0.574031,6.2,2015,Magnolia Pictures
326923,0,0,0.339297,5.9,2015,Johnson Production Group
356842,0,0,0.511431,5.9,2015,BBC Films
339530,0,0,0.336453,5.1,2015,Universal 1440 Entertainment
331190,2000000,2801508,0.336107,5.7,2015,Itaca Films
301729,0,0,0.335941,4.6,2015,Storm Vision Entertainment
395883,0,0,0.333656,4.7,2015,Ambi Pictures
356300,0,0,0.332921,4.7,2015,Neophyte Productions
218784,0,70958,0.330968,5.6,2015,Columbia Pictures
310137,0,0,0.330484,5.4,2015,Dark Factory Entertainment
342917,0,0,0.329776,6.1,2015,Warner Bros. Animation
79698,27000000,0,0.329109,4.6,2015,Corsan
337960,0,0,0.327373,7.9,2015,Goalpost Pictures
296130,0,0,0.327066,4.2,2015,Dark Dunes Productions
327418,0,0,0.32705,5.8,2015,Warner Bros. Animation
246133,0,0,0.324666,4.0,2015,The Made Bed Productions
328869,0,0,0.324515,6.4,2015,Bron Studios
308032,0,643557,0.324,6.8,2015,Abandon Pictures
329829,0,0,0.390188,6.1,2015,Starhaus Filmproduktion
330544,0,0,0.322653,5.9,2015,The Zanuck Company
299551,0,0,0.32264,5.3,2015,The Safran Company
207270,0,0,0.30035,4.2,2015,Tall Man Films
307946,0,0,0.318459,5.7,2015,Egoli Tossell Film
356905,0,0,0.315196,6.1,2015,WTFN Entertainment
345637,0,0,0.422901,6.9,2015,Pixar Animation Studios
284286,0,3447633,0.307395,5.9,2015,Broad Green Pictures
340816,0,0,0.305916,5.8,2015,Unstuck
331446,0,0,0.301343,4.5,2015,The Asylum
351901,0,0,0.300128,4.5,2015,WWE Studios
357681,0,0,0.198522,8.0,2015,First Movie Companie
333657,0,4444,0.299427,6.3,2015,Radar Pictures
336845,0,0,0.298861,6.3,2015,Lifetime Network
343795,5000000,4842699,0.298751,5.7,2015,Emmett/Furla Films
294562,0,0,0.298628,5.6,2015,Cinetel Films
297556,3500000,0,0.404363,6.5,2015,DC Comics
354743,0,0,0.26501,6.3,2015,Hartswood Films
157422,0,0,0.292437,4.1,2015,After Dark Films
316885,0,0,0.291244,5.7,2015,Blenkov & Sch?nnemann Pictures
228973,0,0,0.290424,5.8,2015,T¨¦l¨¦film Canada
320048,500000,0,0.288598,5.2,2015,Start Motion Pictures
359305,0,0,0.309811,7.8,2015,BBC
329004,0,0,0.286266,6.4,2015,K5 International
362180,0,0,0.28337,3.9,2015,Arcadia Motion Pictures
243752,0,0,0.282237,4.1,2015,Wernham Entertainment
291866,0,0,0.280878,5.5,2015,Midnight Road Entertainment
330127,0,0,0.278583,5.8,2015,Malka Media Group
323694,0,0,0.277844,4.8,2015,Charlie Productions
334028,0,0,0.277613,3.9,2015,Caliber Media Company
354924,1000000,0,0.277035,4.6,2015,Centron Pictures
368256,0,0,0.272995,3.7,2015,Caliber Media Company
347847,0,0,0.270786,3.9,2015,Scatena & Rosner Films
295490,0,0,0.171829,4.9,2015,Lucky Coffee Productions
291865,0,0,0.261932,6.1,2015,MPI Pictures
334531,20000000,0,0.261717,6.9,2015,Paul Schiff Productions
324803,0,0,0.260045,3.9,2015,Hiding in the Attic
339355,0,0,0.202673,5.3,2015,Ascot Elite Home Entertainment
309304,600000,7087452,0.259794,5.6,2015,Depth of Field
306966,0,0,0.256542,5.3,2015,Filmax Group
226458,0,0,0.256286,4.6,2015,GO Productions
339148,0,0,0.255458,5.4,2015,Unbound Feet Productions
347754,0,0,0.248964,4.4,2015,Universal Pictures
326284,7500000,0,0.24828,5.4,2015,Odyssey Media
317144,0,0,0.247595,6.4,2015,Raw TV
277558,0,0,0.247589,4.8,2015,NGN Productions
338928,0,2642899,0.247426,5.3,2015,Participant Media
291189,0,0,0.246609,5.0,2015,Unified Pictures
309425,0,0,0.245948,7.4,2015,Believe Entertainment
287689,0,0,0.24495,6.4,2015,HBO Films
325189,0,0,0.243691,6.4,2015,Disney Channel
298582,1500000,0,0.243321,7.2,2015,Carmel Creek Productions
301228,1500000,0,0.242078,4.4,2015,T Squared Film
343934,0,0,0.242,5.6,2015,Paramount Pictures
296025,0,0,0.241284,5.8,2015,Aloupis Productions
371442,0,0,0.239558,5.1,2015,Eastside Films
325173,0,0,0.239496,5.0,2015,Bleiberg Entertainment
282313,0,0,0.154846,5.1,2015,FilmBuff
300542,0,0,0.236709,5.6,2015,Washington Square Films
318044,0,0,0.22758,7.7,2015,NetFlix
316715,0,0,0.224797,6.2,2015,Feelgood Fiction
308027,0,0,0.222636,6.6,2015,Beachside Films
355020,0,0,0.220751,8.2,2015,Passion Pictures
323665,0,0,0.133809,6.1,2015,Traction Media
347548,0,0,0.218787,5.6,2015,Bright Cold Day Films
353345,0,0,0.218528,5.0,2015,WT Canada Productions
323370,0,0,0.21789,4.3,2015,Campfire LLC
337958,0,0,0.355707,7.0,2015,Last Cab Productions
333674,0,0,0.217288,5.8,2015,Room 101
301728,0,0,0.215864,5.0,2015,Storm Vision Entertainment
256030,0,0,0.214563,3.3,2015,WithanO Productions
300666,0,0,0.21254,6.2,2015,Strings of Films
347642,0,0,0.211768,4.9,2015,Black Fawn Films
373558,0,0,0.209036,7.6,2015,Apple Inc.
367326,0,0,0.208491,7.7,2015,Twentieth Century Fox Film Corporation
329205,0,0,0.230913,4.9,2015,J.B.J Film
386501,0,0,0.207366,6.4,2015,Side Gig Productions
321769,0,0,0.207133,6.9,2015,Epix
251471,650000,0,0.206155,6.5,2015,Global Emerging Markets (GEM)
174340,0,0,0.205318,6.7,2015,Fresh One Productions
309298,0,0,0.204356,4.0,2015,Lions Gate Films
285840,0,0,0.203224,6.0,2015,Astron-6 Video International
308077,0,0,0.299226,5.0,2015,Versatile Film
321109,0,0,0.201696,7.8,2015,BBC
341886,0,0,0.260306,4.0,2015,Raven Banner Entertainment
308024,0,1100000,0.335255,5.9,2015,Duplass Brothers Productions
356216,2500000,0,0.19957,4.7,2015,Carnaby International
311615,0,0,0.198261,5.3,2015,Awesomeness Films
333873,0,0,0.197788,5.5,2015,20th Century Fox
293941,0,0,0.195324,5.3,2015,Vision Films
294132,0,104507,0.193323,5.1,2015,Burn Later Productions
301629,0,0,0.193063,4.8,2015,Andrea Sperling Productions
331592,0,0,0.19254,5.3,2015,Young Medium
342464,0,0,0.191534,7.0,2015,Sundial Pictures
332976,0,0,0.189135,5.0,2015,Steamroller Productions
367551,0,0,0.28365,5.2,2015,Screen Media Films
353610,0,0,0.270408,4.0,2015,WWE Studios
316410,0,0,0.334085,3.1,2015,The Asylum
106845,9500000,0,0.13631,4.7,2015,Signature Pictures
323966,0,0,0.179636,4.6,2015,Raging Pictures
354857,3000000,0,0.087904,7.4,2015,Cartoon Network Studios
333653,0,0,0.176744,5.4,2015,A+E Studios
323366,0,0,0.176463,4.2,2015,Alexander Groupe
75861,3400000,0,0.253949,6.9,2015,Two Streets Entertainment
283698,0,6921,0.172245,6.2,2015,Rai Cinema
329020,0,0,0.170566,5.4,2015,Melusine Productions
323272,3000000,67790117,0.731022,6.9,2015,Provident Films
343921,0,0,0.168354,4.4,2015,Gary Sanchez Productions
361671,0,0,0.129455,7.2,2015,Unframed USA
